LIMIT_BAL,CHECKING_ACCOUNT,EDUCATION,MARRIAGE,AGE,BILL_AMT,PAY_AMT,DEFAULT
15055,No,2.University,Single,42,11962.4019,630.5034,0
54198,No,1.High School,Single,28,40257.6722,1827.677,0
174638,No,1.High School,Married,67,141792.5065,7739.4744,0
93341,Yes,3.Graduate School,Married,43,566.3691,566.3691,0
54198,Yes,3.Graduate School,Single,43,2061.6317,2061.6317,0
18066,Yes,3.Graduate School,Single,24,4878.7233,602.2,0
12044,Yes,1.High School,Married,59,4598.0981,473.6303,0
42154,Yes,2.University,Married,34,37928.0615,2469.02,0
66242,No,2.University,Married,32,2495.5168,2495.5168,0
3011,No,2.University,Single,22,2628.0008,348.6738,0
6022,No,3.Graduate School,Married,52,117.429,117.429,0
15055,Yes,3.Graduate School,Single,23,4754.369,391.43,0
15055,Yes,2.University,Single,33,8667.7657,447.7357,0
96352,Yes,2.University,Single,35,30282.2292,1171.5801,0
6022,No,2.University,Single,34,460.683,460.683,0
15055,No,2.University,Married,40,14747.2758,613.3407,0
102374,No,3.Graduate School,Married,49,316.7572,316.7572,0
12044,Yes,2.University,Single,26,9834.8293,602.2,0
45165,No,3.Graduate School,Married,51,41630.086,3884.19,0
6022,Yes,2.University,Single,40,5328.2656,0,1
6022,Yes,2.University,Single,22,1619.0147,0,1
60220,No,2.University,Married,42,20987.2722,1204.4,0
24088,Yes,1.High School,Married,35,15180.8598,593.167,0
69253,Yes,2.University,Married,38,2918.2612,410.7004,0
57209,Yes,2.University,Single,31,46739.1508,3011,0
78286,No,1.High School,Married,36,46308.8789,2235.6675,0
30110,Yes,3.Graduate School,Married,39,16602.3529,16602.3529,0
42154,No,2.University,Single,41,25141.2478,1205.0022,0
6022,Yes,2.University,Married,42,3957.3573,368.8475,0
24088,No,2.University,Single,30,19315.2639,917.1506,0
108396,No,3.Graduate School,Single,32,93332.5692,3780.9127,0
21077,No,2.University,Single,31,14221.5552,662.42,0
150550,Yes,3.Graduate School,Married,39,108410.1517,4516.5,0
96352,Yes,2.University,Single,30,125.2576,125.2576,0
150550,Yes,3.Graduate School,Married,34,18345.1197,9035.1077,0
15055,Yes,3.Graduate School,Single,25,241.1811,241.1811,0
36132,Yes,2.University,Married,39,9714.6904,470.3182,0
75275,Yes,3.Graduate School,Single,32,9262.4382,1505.5,0
54198,Yes,2.University,Married,39,17511.6749,752.75,0
3011,Yes,2.University,Single,22,196.9194,196.9194,0
60220,Yes,1.High School,Married,53,27685.5428,15749.3366,0
36132,Yes,3.Graduate School,Single,29,114.418,114.418,0
69253,No,2.University,Married,38,98.1586,98.1586,0
15055,Yes,2.University,Single,28,8879.7401,449.2412,0
33121,No,2.University,Single,26,17048.282,0,1
36132,Yes,3.Graduate School,Single,25,3191.3589,1505.5,0
63231,Yes,2.University,Married,40,13295.3716,558.8416,0
9033,No,2.University,Married,47,4402.082,0,1
42154,Yes,2.University,Single,42,118.9345,118.9345,0
39143,No,1.High School,Married,46,7815.3516,30.11,0
24088,Yes,2.University,Single,30,1851.1628,0,1
15055,Yes,1.High School,Married,51,14466.9517,1204.4,0
30110,No,3.Graduate School,Married,35,5450.5122,394.441,0
66242,No,2.University,Married,48,13750.9359,13750.9359,0
78286,Yes,2.University,Married,28,214.0821,214.0821,0
96352,No,3.Graduate School,Single,40,92721.6373,6022,0
24088,Yes,2.University,Married,30,2367.8504,903.3,0
42154,No,3.Graduate School,Single,55,20173.0978,843.08,0
54198,No,2.University,Married,26,41800.2075,1152.0086,0
24088,No,3.Graduate School,Single,33,23406.9118,1234.51,0
9033,No,1.High School,Married,50,7296.2552,506.1491,0
36132,Yes,2.University,Married,26,3442.4763,3442.4763,0
36132,Yes,2.University,Single,29,25246.3317,1204.4,0
6022,No,2.University,Married,29,3528.2898,3528.2898,0
15055,No,2.University,Single,40,4471.6361,903.3,0
75275,No,2.University,Married,50,117.429,117.429,0
78286,No,3.Graduate School,Single,37,32698.2556,1505.5,0
54198,Yes,3.Graduate School,Single,27,295.078,0,1
45165,No,2.University,Married,55,23637.8555,1144.18,0
78286,No,3.Graduate School,Single,34,962.9178,962.9178,0
6022,No,2.University,Married,44,864.7592,864.7592,0
183671,No,3.Graduate School,Single,31,97022.8508,97022.8508,0
