LIMIT_BAL;CHECKING_ACCOUNT;EDUCATION;MARRIAGE;AGE;BILL_AMT;PAY_AMT1;DEFAULT_AMT
45165;No;1.High School;Married;38;11591,4467;602,2;0
15055;No;1.High School;Married;55;13587,7397;1220,9605;0
21077;Yes;2.University;Single;23;7553,0935;602,8022;0
30110;No;3.Graduate School;Married;46;27086,3538;1058,9687;0
3011;Yes;1.High School;Single;22;2577,416;0;1
18066;No;1.High School;Single;29;3515,0414;2307,0282;0
30110;No;3.Graduate School;Single;27;250,2141;250,2141;0
15055;Yes;2.University;Single;29;2730,0737;451,65;0
3011;Yes;1.High School;Single;36;1853,8727;391,43;0
24088;No;2.University;Single;36;23218,4232;1330,5609;0
15055;No;2.University;Single;47;10838,3956;541,98;0
141517;No;3.Graduate School;Single;27;963,8211;963,8211;0
159583;Yes;2.University;Single;39;119333,1564;5123,5176;0
60220;Yes;3.Graduate School;Married;34;7783,7361;4176,5581;0
6022;No;3.Graduate School;Single;23;619,9649;331,21;0
9033;Yes;2.University;Married;41;6469,1335;0;1
69253;Yes;1.High School;Married;30;57746,4635;2172,1354;0
51187;Yes;2.University;Married;37;41716,5017;2047,48;0
51187;Yes;2.University;Single;27;19921,6793;903,3;0
60220;Yes;3.Graduate School;Single;26;31047,6254;982,4893;0
3011;No;2.University;Single;36;2530,7455;602,2;0
24088;Yes;2.University;Single;27;14164,0451;655,1936;0
102374;Yes;2.University;Single;27;2805,6498;2805,6498;0
6022;No;3.Graduate School;Married;54;3653,8485;602,2;0
150550;No;2.University;Married;49;23385,5337;23385,5337;0
6022;No;2.University;Single;24;5484,5365;511,87;0
75275;Yes;2.University;Single;30;10043,7927;4602,0124;0
21077;Yes;2.University;Married;33;14517,2354;451,65;0
69253;Yes;2.University;Married;27;68594,7954;2668,3482;0
150550;No;1.High School;Single;31;4991,3347;4991,3347;0
84308;Yes;3.Graduate School;Married;40;62471,6258;2197,1267;0
150550;Yes;3.Graduate School;Married;38;31759,4258;1092,0897;0
87319;Yes;2.University;Single;24;66003,2277;2532,5521;0
30110;No;1.High School;Single;29;9279,902;602,2;0
144528;No;3.Graduate School;Married;61;28340,4353;1505,5;0
105385;Yes;3.Graduate School;Single;24;25323,4133;0;1
87319;No;2.University;Married;38;29920,307;1062,883;0
63231;Yes;2.University;Single;34;3810,7216;3810,7216;0
72264;No;3.Graduate School;Married;38;1251,6727;1251,6727;0
24088;No;2.University;Single;27;10225,9582;903,3;0
120440;Yes;2.University;Married;39;16737,5468;16737,5468;0
63231;Yes;3.Graduate School;Married;37;14543,7322;1360,6709;0
18066;Yes;3.Graduate School;Single;26;6937,344;6937,344;0
129473;Yes;2.University;Married;42;89191,5409;3914,3;0
15055;Yes;2.University;Single;30;416,4213;416,4213;0
24088;Yes;2.University;Single;23;887,0406;887,0406;0
60220;No;1.High School;Married;36;8028,2293;602,2;0
18066;Yes;2.University;Single;25;5861,8148;446,2302;0
45165;Yes;3.Graduate School;Married;35;13094,5379;2408,8;0
60220;Yes;3.Graduate School;Single;26;897,278;602,2;0
24088;No;2.University;Married;29;23896,5004;924,377;0
60220;Yes;2.University;Single;33;8183,5969;577,2087;0
51187;Yes;3.Graduate School;Single;30;8834,8762;752,75;0
39143;No;2.University;Married;52;26798,8033;2388,0241;0
54198;Yes;2.University;Single;28;32528,4352;1957,15;0
6022;Yes;1.High School;Single;29;222,2118;107,1916;0
54198;No;3.Graduate School;Married;35;119,2356;119,2356;0
36132;No;3.Graduate School;Single;27;13310,4266;727,1565;0
129473;Yes;3.Graduate School;Married;42;459,4786;459,4786;0
60220;No;3.Graduate School;Married;38;56798,9018;2207,6652;0
6022;Yes;1.High School;Single;38;3384,9662;1510,0165;0
111407;Yes;3.Graduate School;Married;42;77162,5959;3400,9245;0
9033;Yes;1.High School;Single;25;8318,1886;1505,5;0
54198;Yes;3.Graduate School;Single;25;3035,088;3035,088;0
108396;No;3.Graduate School;Married;48;762,3852;762,3852;0
78286;Yes;3.Graduate School;Single;33;72726,1885;3426,8191;0
60220;Yes;3.Graduate School;Single;25;58431,1649;2555,4357;0
15055;Yes;2.University;Married;39;9077,2617;541,98;0
81297;No;3.Graduate School;Single;33;2819,1993;2819,1993;0
3011;Yes;2.University;Single;22;2559,9522;361,32;0
117429;No;3.Graduate School;Married;38;1833,699;1833,699;0
105385;Yes;3.Graduate School;Married;50;6237,8887;6237,8887;0
105385;No;3.Graduate School;Married;40;1948,117;1249,565;0
15055;No;2.University;Single;38;8806,5728;391,43;0
75275;Yes;3.Graduate School;Married;35;24637,8086;1053,85;0
108396;No;3.Graduate School;Single;33;1725,9052;0;1
75275;Yes;2.University;Married;35;57734,4195;0;1
60220;No;1.High School;Single;29;6362,8452;496,815;0
78286;Yes;3.Graduate School;Married;46;80,6948;80,6948;0
45165;Yes;3.Graduate School;Single;52;41445,5117;1436,5481;0
120440;Yes;3.Graduate School;Single;36;6430,5927;6430,5927;0
6022;No;2.University;Married;32;3102,8355;451,65;0
27099;Yes;1.High School;Single;25;13452,2447;560,3471;0
60220;No;1.High School;Married;34;24766,3783;3011;0
21077;Yes;3.Graduate School;Single;27;18882,5832;873,19;0
24088;No;2.University;Married;49;2108,0011;602,2;0
72264;No;3.Graduate School;Single;43;24894,0447;19680,1971;0
60220;Yes;3.Graduate School;Single;28;1602,4542;1602,4542;0
81297;Yes;3.Graduate School;Single;29;30726,0506;1204,4;0
42154;No;2.University;Single;24;440,2082;440,2082;0
36132;No;1.High School;Married;36;9731,2509;602,2;0
39143;Yes;3.Graduate School;Married;36;22424,1214;2954,6943;0
24088;No;2.University;Single;24;9879,9943;1517,8451;0
114418;No;3.Graduate School;Married;37;1253,1782;1253,1782;0
33121;Yes;3.Graduate School;Single;26;15338,9373;752,75;0
108396;No;1.High School;Married;62;72980,0158;4516,5;0
51187;Yes;2.University;Single;50;727,7587;727,7587;0
150550;Yes;3.Graduate School;Married;46;21746,0442;21746,0442;0
15055;No;1.High School;Married;52;11631,493;602,2;0
24088;Yes;1.High School;Married;26;10043,7927;572,9933;0
9033;Yes;2.University;Single;23;8409,4219;446,2302;0
9033;No;2.University;Married;41;4196,7318;2770,12;0
6022;No;1.High School;Single;23;4072,0764;0;1
150550;No;3.Graduate School;Single;29;137021,8781;9178,4313;0
51187;Yes;1.High School;Married;42;166,2072;166,2072;0
6022;Yes;3.Graduate School;Single;23;102,9762;102,9762;0
27099;No;1.High School;Single;50;21563,5776;976,4673;0
63231;Yes;2.University;Single;35;62755,5631;2649,68;0
18066;Yes;2.University;Married;48;4426,17;4426,17;0
90330;Yes;2.University;Married;29;607,3187;607,3187;0
15055;No;3.Graduate School;Single;30;14561,4971;1354,95;0
15055;No;2.University;Single;35;11408,9801;346,265;0
150550;No;3.Graduate School;Married;61;8736,4165;8736,4165;0
147539;No;3.Graduate School;Single;30;76629,6489;3321,7352;0
33121;Yes;1.High School;Married;29;29020,018;0;1
108396;Yes;2.University;Married;27;1169,7735;333,6188;0
24088;Yes;2.University;Married;42;2957,1031;1535,0078;0
54198;Yes;3.Graduate School;Single;27;45504,6408;545,8943;0
54198;Yes;3.Graduate School;Single;27;1624,1334;1624,1334;0
21077;Yes;2.University;Single;22;20537,7299;20537,7299;0
42154;No;2.University;Single;26;17802,5375;912,0319;0
102374;Yes;3.Graduate School;Single;30;8367,8701;8367,8701;0
21077;Yes;2.University;Single;36;678,6794;615,4484;0
90330;No;3.Graduate School;Single;34;82776,9065;3080,253;0
51187;Yes;2.University;Married;42;124,9565;124,9565;0
84308;Yes;3.Graduate School;Married;44;44784,7107;1538,9221;0
27099;Yes;1.High School;Single;50;26070,1413;1204,4;0
18066;No;3.Graduate School;Married;38;14674,4096;0;1
63231;No;3.Graduate School;Married;46;1735,5404;1735,5404;0
72264;Yes;2.University;Married;40;519,3975;519,3975;0
102374;Yes;3.Graduate School;Married;38;12631,4461;12631,4461;0
45165;No;3.Graduate School;Married;42;44035,5739;4086,2281;0
90330;Yes;3.Graduate School;Single;26;14391,9778;2258,25;0
54198;No;2.University;Married;44;334,221;334,221;0
15055;Yes;2.University;Single;22;13815,6724;686,508;0
15055;Yes;1.High School;Married;55;14283,8829;544,991;0
102374;No;3.Graduate School;Married;37;6480,8764;6480,8764;0
54198;Yes;3.Graduate School;Married;43;301,4011;301,4011;0
6022;No;1.High School;Single;28;1631,6609;0;1
135495;No;2.University;Single;29;16326,8464;3031,4748;0
24088;No;2.University;Single;26;7514,2516;602,2;0
3011;No;1.High School;Single;36;2229,3444;361,32;0
6022;Yes;2.University;Single;22;1756,9185;361,32;0
78286;Yes;2.University;Married;53;36662,8393;1100,8216;0
45165;No;1.High School;Married;52;27294,4139;772,0204;0
150550;Yes;3.Graduate School;Single;34;19791,9052;19791,9052;0
33121;Yes;3.Graduate School;Married;46;2846,9005;2846,9005;0
48176;No;2.University;Married;32;28687,0014;1354,95;0
60220;Yes;2.University;Single;36;36839,2839;1285,3959;0
57209;Yes;3.Graduate School;Married;45;22278,0879;0;1
54198;Yes;3.Graduate School;Single;28;5092,2032;5092,2032;0
15055;Yes;3.Graduate School;Single;25;8150,4759;0;1
30110;No;1.High School;Married;54;17923,2786;4516,5;0
39143;Yes;2.University;Single;29;37822,9776;0;1
36132;No;2.University;Married;58;119,2356;119,2356;0
102374;Yes;1.High School;Single;37;81267,1911;3015,5165;0
6022;No;2.University;Single;22;6000,6219;412,2059;0
9033;No;2.University;Married;34;8071,5877;602,2;0
75275;No;2.University;Married;44;5534,8202;1505,5;0
150550;Yes;2.University;Married;46;6564,8833;6564,8833;0
60220;Yes;2.University;Single;31;59161,3324;2449,4485;0
15055;No;2.University;Married;36;722,64;0;1
96352;No;3.Graduate School;Married;58;19,2704;0;1
15055;Yes;1.High School;Married;59;13242,6791;0;1
102374;No;2.University;Single;44;101044,3424;4818,8044;0
105385;Yes;2.University;Married;38;2288,36;2288,36;0
6022;No;2.University;Single;24;1673,2127;451,65;0
87319;Yes;2.University;Single;29;78790,3425;3710,7564;0
12044;No;2.University;Single;26;3265,4295;0;1
57209;No;3.Graduate School;Married;55;2941,747;2941,747;0
45165;Yes;2.University;Single;23;33556,6917;1806,6;0
90330;Yes;3.Graduate School;Single;42;201,1348;201,1348;0
72264;Yes;2.University;Married;32;5094,612;2408,8;0
45165;No;2.University;Single;29;2730,977;2730,977;0
48176;Yes;2.University;Married;43;80,3937;80,3937;0
60220;No;3.Graduate School;Married;30;37059,0869;1401,0183;0
105385;Yes;2.University;Married;38;1500,9835;1500,9835;0
9033;Yes;1.High School;Married;51;5710,0604;541,98;0
12044;No;1.High School;Single;23;4787,1889;421,54;0
48176;No;2.University;Single;24;1600,6476;386,3113;0
60220;No;2.University;Single;40;5375,2372;484,771;0
99363;No;3.Graduate School;Single;33;36763,1056;1507,0055;0
150550;No;3.Graduate School;Married;47;698,8531;0;1
150550;Yes;2.University;Married;28;14376,3206;675,6684;0
138506;Yes;3.Graduate School;Married;54;2855,3313;2855,3313;0
36132;Yes;3.Graduate School;Single;27;828,6272;0;1
39143;Yes;2.University;Married;45;298,089;298,089;0
6022;No;3.Graduate School;Single;22;3898,0406;3462,65;0
51187;No;3.Graduate School;Married;41;20749,4032;963,52;0
15055;No;2.University;Married;36;1384,1567;326,3924;0
15055;No;1.High School;Married;43;5344,8261;392,3333;0
66242;Yes;3.Graduate School;Single;36;1237,8221;659,409;0
78286;Yes;1.High School;Single;38;6140,9345;383,9025;0
150550;Yes;3.Graduate School;Married;54;130337,4581;4728,1733;0
6022;No;1.High School;Single;40;2464,2024;706,0795;0
24088;No;2.University;Single;25;8068,2756;438,4016;0
150550;No;2.University;Married;35;416,7224;416,7224;0
60220;No;2.University;Single;27;4859,754;4859,754;0
15055;Yes;3.Graduate School;Married;34;13252,9165;521,2041;0
6022;No;2.University;Single;25;5898,8501;577,2087;0
51187;Yes;2.University;Married;38;43043,4494;2117,0341;0
3011;No;3.Graduate School;Single;23;117,429;0;1
45165;Yes;2.University;Single;29;2061,0295;1324,84;0
141517;Yes;3.Graduate School;Married;47;135516,077;5299,36;0
60220;Yes;3.Graduate School;Married;32;7191,7735;2774,9376;0
39143;Yes;3.Graduate School;Single;27;8559,9719;602,2;0
21077;Yes;1.High School;Single;40;4400,5765;782,86;0
81297;Yes;2.University;Married;34;49181,0718;1631,962;0
45165;No;1.High School;Single;27;17623,6841;1505,5;0
72264;Yes;3.Graduate School;Married;41;2105,5923;0;1
30110;Yes;2.University;Married;60;59,6178;59,6178;0
60220;No;3.Graduate School;Married;40;1355,2511;1355,2511;0
66242;No;3.Graduate School;Single;33;7325,763;602,2;0
21077;No;1.High School;Married;69;3340,7045;0;1
78286;No;2.University;Single;44;19118,9467;680,1849;0
54198;Yes;3.Graduate School;Single;29;40359,7451;1505,5;0
39143;Yes;2.University;Married;36;28921,8594;0;1
96352;Yes;2.University;Married;39;41533,1318;1508,2099;0
9033;Yes;2.University;Single;27;902,6978;902,6978;0
6022;Yes;2.University;Single;22;2370,2592;451,65;0
15055;No;2.University;Single;31;8630,1282;602,2;0
42154;Yes;3.Graduate School;Single;28;2868,2786;2868,2786;0
111407;No;3.Graduate School;Single;36;92273,6005;3623,1363;0
30110;No;1.High School;Single;27;29844,4298;1248,3606;0
15055;No;2.University;Married;29;10096,4852;481,76;0
120440;Yes;3.Graduate School;Single;33;170,1215;0;1
45165;Yes;1.High School;Married;45;3308,1857;3308,1857;0
78286;Yes;3.Graduate School;Single;31;36566,1862;2107,7;0
27099;Yes;2.University;Single;23;3331,9726;610,6308;0
39143;No;3.Graduate School;Married;39;117,429;117,429;0
15055;Yes;2.University;Single;29;13656,0894;0;1
99363;Yes;1.High School;Single;31;9222,693;9222,693;0
90330;No;3.Graduate School;Married;39;10359,3455;2408,8;0
39143;Yes;2.University;Married;39;27557,5753;1005,3729;0
108396;Yes;3.Graduate School;Single;29;6247,825;399,8608;0
45165;No;2.University;Single;26;9163,0752;0;1
27099;Yes;2.University;Single;33;18009,9954;0;1
150550;Yes;3.Graduate School;Married;33;628,9979;628,9979;0
6022;Yes;2.University;Married;33;4376,1874;373,9662;0
18066;No;1.High School;Single;36;10311,4706;1505,5;0
63231;No;2.University;Single;37;5287,316;908,4187;0
15055;No;3.Graduate School;Single;24;9574,3778;903,3;0
105385;No;2.University;Single;32;66377,495;2709,9;0
84308;Yes;3.Graduate School;Single;28;13430,5655;6022;0
69253;No;3.Graduate School;Married;41;238,4712;238,4712;0
66242;Yes;3.Graduate School;Married;32;59665,0727;0;1
48176;Yes;2.University;Single;30;1376,6292;1376,6292;0
60220;Yes;2.University;Single;29;50186,7458;1828,5803;0
18066;Yes;2.University;Married;45;751,2445;751,2445;0
18066;Yes;1.High School;Married;33;17393,3426;632,31;0
114418;No;3.Graduate School;Married;36;4295,4926;4295,4926;0
21077;Yes;2.University;Single;30;2697,856;349,8782;0
54198;Yes;1.High School;Married;33;51562,4717;1791,545;0
42154;No;3.Graduate School;Single;34;39453,7352;2980,89;0
60220;No;2.University;Single;25;32705,1809;1505,5;0
54198;Yes;2.University;Married;30;1270,9431;361,32;0
15055;Yes;2.University;Single;30;860,8449;860,8449;0
12044;Yes;2.University;Married;23;9328,9813;0;1
45165;Yes;3.Graduate School;Single;29;87,319;87,319;0
84308;Yes;3.Graduate School;Single;62;752,75;0;1
30110;No;2.University;Married;33;20422,7097;933,41;0
15055;No;1.High School;Single;23;3292,5285;453,7577;0
45165;Yes;1.High School;Married;25;7818,9648;490,793;0
6022;Yes;2.University;Married;28;117,429;117,429;0
15055;Yes;3.Graduate School;Single;28;10588,1815;602,2;0
75275;No;2.University;Married;53;59622,9187;7527,5;0
24088;Yes;3.Graduate School;Single;33;18159,0399;1513,6297;0
15055;No;3.Graduate School;Single;35;6006,3428;1,2044;0
15055;Yes;2.University;Married;53;671,1519;671,1519;0
15055;Yes;3.Graduate School;Married;34;14816,8299;593,4681;0
72264;Yes;3.Graduate School;Single;29;165,0028;165,0028;0
9033;Yes;2.University;Married;27;6047,2924;451,65;0
75275;No;3.Graduate School;Single;29;616,3517;616,3517;0
18066;Yes;2.University;Single;23;8665,9591;538,969;0
15055;No;2.University;Married;35;336,6298;336,6298;0
48176;No;2.University;Married;33;31776,8896;1354,95;0
30110;No;2.University;Married;44;3726,4136;903,3;0
60220;Yes;2.University;Single;35;722,64;722,64;0
150550;Yes;3.Graduate School;Single;51;111,1059;111,1059;0
54198;Yes;3.Graduate School;Single;28;1677,127;603,7055;0
9033;No;3.Graduate School;Single;31;5585,405;626,5891;0
108396;No;3.Graduate School;Married;51;101649,2523;4156,9866;0
45165;No;3.Graduate School;Single;36;28960,0991;971,3486;0
45165;Yes;3.Graduate School;Single;25;8047,1986;519,6986;0
15055;No;3.Graduate School;Single;23;5273,7665;370,0519;0
6022;No;2.University;Single;22;4381,3061;752,75;0
87319;Yes;3.Graduate School;Single;30;139,4093;139,4093;0
33121;No;3.Graduate School;Single;29;33070,7163;1568,4299;0
15055;Yes;2.University;Single;22;6796,1281;455,5643;0
15055;No;2.University;Single;30;60,22;0;1
45165;Yes;2.University;Single;26;1312,4949;602,2;0
6022;No;2.University;Married;40;251,7196;251,7196;0
27099;Yes;1.High School;Married;45;24128,9496;0;1
24088;No;3.Graduate School;Single;26;7458,8492;628,9979;0
84308;No;2.University;Married;25;25473,3611;25473,3611;0
30110;Yes;1.High School;Single;58;13454,9546;602,2;0
24088;Yes;3.Graduate School;Single;24;320,0693;320,0693;0
18066;No;2.University;Single;26;497,7183;497,7183;0
33121;No;2.University;Single;26;10745,0546;481,76;0
36132;No;1.High School;Married;54;190,2952;0;1
15055;Yes;2.University;Single;23;12258,9854;770,5149;0
15055;No;2.University;Single;22;6448,0565;502,2348;0
60220;Yes;2.University;Single;27;12469,4543;1208,3143;0
96352;No;2.University;Single;28;2260,6588;768,4072;0
6022;No;2.University;Married;56;5168,6826;0;1
15055;No;2.University;Single;44;14594,6181;632,31;0
54198;No;2.University;Married;41;545,2921;545,2921;0
78286;Yes;2.University;Single;28;3161,55;3161,55;0
24088;Yes;3.Graduate School;Married;40;309,2297;309,2297;0
24088;No;2.University;Married;40;19166,8216;734,0818;0
30110;No;2.University;Married;47;21608,7426;2107,7;0
39143;Yes;2.University;Single;31;29871,5288;1204,4;0
27099;Yes;2.University;Married;35;24536,9401;1103,8326;0
24088;Yes;3.Graduate School;Single;32;18582,3865;903,3;0
39143;No;2.University;Married;45;117,429;117,429;0
69253;Yes;3.Graduate School;Single;26;3924,2363;3011;0
39143;Yes;3.Graduate School;Single;26;1324,2378;1324,2378;0
57209;No;2.University;Single;33;50083,7696;2126,6693;0
63231;Yes;3.Graduate School;Single;31;56545,3756;2709,9;0
6022;Yes;1.High School;Married;52;4068,7643;825,9173;0
6022;No;3.Graduate School;Single;23;4929,9103;429,9708;0
84308;Yes;2.University;Single;30;16076,9334;2378,69;0
150550;Yes;3.Graduate School;Married;47;1449,4954;1449,4954;0
69253;No;3.Graduate School;Married;39;231,847;231,847;0
198726;No;3.Graduate School;Single;40;36770,9342;1957,15;0
105385;Yes;1.High School;Married;50;93,9432;93,9432;0
15055;Yes;2.University;Single;23;14425,701;4516,5;0
87319;No;2.University;Married;40;82183,4384;3619,8242;0
9033;Yes;2.University;Married;29;8186,6079;451,65;0
60220;Yes;3.Graduate School;Single;29;1493,1549;1493,1549;0
15055;Yes;2.University;Single;26;8145,9594;437,4983;0
60220;Yes;3.Graduate School;Married;48;2384,4109;2384,4109;0
15055;Yes;1.High School;Single;48;7789,457;451,65;0
27099;No;3.Graduate School;Single;31;23474,3582;888,245;0
9033;Yes;2.University;Single;23;7270,9628;602,2;0
6022;No;2.University;Single;31;55,4024;55,4024;0
15055;Yes;3.Graduate School;Single;30;10871,2155;8436,5209;0
30110;No;3.Graduate School;Single;33;26306,8059;1229,9935;0
63231;Yes;3.Graduate School;Single;28;1843,3342;1843,3342;0
9033;No;2.University;Single;25;2922,1755;812,97;0
48176;Yes;2.University;Married;41;7100,8413;843,08;0
54198;Yes;3.Graduate School;Single;28;38273,1221;1253,4793;0
147539;Yes;3.Graduate School;Married;37;23484,5956;23484,5956;0
15055;No;3.Graduate School;Single;29;11352,0722;11352,0722;0
39143;No;3.Graduate School;Single;27;26971,6347;993,63;0
60220;Yes;3.Graduate School;Married;58;1614,1971;1614,1971;0
15055;Yes;3.Graduate School;Single;27;12784,4049;220,4052;0
54198;Yes;3.Graduate School;Single;33;6887,9636;1505,5;0
150550;Yes;3.Graduate School;Single;39;873,19;873,19;0
63231;Yes;2.University;Married;46;833,4448;833,4448;0
6022;No;3.Graduate School;Single;35;3207,6183;270,99;0
126462;Yes;3.Graduate School;Single;29;40245,3271;25894,6;0
54198;Yes;3.Graduate School;Single;29;5421,6066;5421,6066;0
87319;No;2.University;Single;28;65241,7458;2807,1553;0
57209;Yes;3.Graduate School;Single;40;24310,814;1083,96;0
108396;No;3.Graduate School;Married;39;79,4904;0;1
6022;No;2.University;Married;53;4972,6665;385,7091;0
78286;Yes;2.University;Married;32;59244,7371;2303,7161;0
15055;No;1.High School;Married;52;6231,5656;603,1033;0
9033;Yes;2.University;Married;26;1682,5468;1682,5468;0
138506;No;2.University;Single;30;110654,5511;4606,5289;0
18066;Yes;2.University;Married;35;1615,7026;0;1
24088;Yes;2.University;Single;26;20837,9266;933,41;0
27099;Yes;2.University;Married;28;3987,7684;1358,5632;0
15055;Yes;2.University;Single;34;7035,2015;451,65;0
72264;Yes;2.University;Married;39;852,4141;852,4141;0
33121;Yes;2.University;Married;27;25468,2424;1505,5;0
63231;Yes;2.University;Married;28;359,5134;359,5134;0
90330;Yes;3.Graduate School;Single;28;1217,0462;311,0363;0
60220;No;1.High School;Married;65;50330,9727;2146,843;0
63231;Yes;2.University;Married;44;27108,3341;1083,96;0
150550;No;3.Graduate School;Single;31;4510,1769;4510,1769;0
48176;Yes;3.Graduate School;Single;33;295,078;295,078;0
36132;Yes;3.Graduate School;Married;42;3650,8375;1505,5;0
24088;No;2.University;Single;46;13643,1421;358,9112;0
51187;Yes;3.Graduate School;Single;30;14822,2497;1204,4;0
9033;No;2.University;Single;38;5540,5411;632,31;0
78286;Yes;3.Graduate School;Married;31;8190,2211;6022;0
150550;Yes;2.University;Married;31;5378,5493;451,65;0
30110;Yes;3.Graduate School;Single;32;97,8575;97,8575;0
72264;No;3.Graduate School;Married;39;66875,2133;2414,5209;0
3011;No;1.High School;Married;53;2500,3344;2500,3344;0
24088;Yes;2.University;Married;36;2789,9926;2789,9926;0
18066;No;2.University;Single;28;17234,6629;903,3;0
78286;Yes;2.University;Single;41;76269,2322;2928,1975;0
78286;No;3.Graduate School;Single;30;149,3456;149,3456;0
90330;No;3.Graduate School;Married;34;1947,2137;1686,16;0
93341;Yes;2.University;Single;27;10718,2567;606,7165;0
42154;Yes;3.Graduate School;Married;32;39451,6275;1701,215;0
69253;No;2.University;Married;39;98,1586;98,1586;0
54198;Yes;2.University;Married;29;846,9943;602,2;0
30110;No;3.Graduate School;Single;26;15391,6298;903,3;0
24088;Yes;2.University;Married;49;117,429;0;1
105385;Yes;3.Graduate School;Single;39;195,1128;195,1128;0
108396;Yes;3.Graduate School;Single;29;29098,0029;27112,2484;0
39143;Yes;3.Graduate School;Single;25;10434,0183;604,9099;0
54198;Yes;2.University;Married;34;43596,269;1957,15;0
54198;Yes;3.Graduate School;Married;39;13333,3102;602,2;0
21077;No;3.Graduate School;Single;50;10384,6379;572,09;0
144528;Yes;1.High School;Married;36;4025,1048;411,9048;0
15055;Yes;1.High School;Single;26;7596,753;602,2;0
84308;No;3.Graduate School;Single;28;40965,2572;1806,6;0
6022;Yes;2.University;Married;48;234,858;117,429;0
9033;No;1.High School;Married;50;796,1084;0;1
21077;Yes;2.University;Married;38;12383,0386;903,3;0
9033;No;1.High School;Single;59;8777,6672;605,211;0
63231;No;3.Graduate School;Single;30;257,4405;257,4405;0
63231;Yes;3.Graduate School;Married;66;40823,4391;1481,7131;0
141517;No;3.Graduate School;Married;39;22580,3923;706,9828;0
15055;No;2.University;Single;38;14946,9051;3011;0
72264;Yes;2.University;Married;37;27756,6024;27249,55;0
18066;No;1.High School;Married;38;7553,3946;1204,4;0
30110;Yes;2.University;Married;33;29242,832;1597,3355;0
60220;Yes;2.University;Single;25;59382,942;2408,8;0
90330;Yes;3.Graduate School;Single;34;752,75;0;1
30110;Yes;1.High School;Single;49;26835,5375;1537,1155;0
9033;Yes;2.University;Married;25;5847,0609;444,1225;0
60220;No;3.Graduate School;Single;30;1258,2969;1258,2969;0
108396;No;2.University;Married;36;703,6707;703,6707;0
6022;No;2.University;Single;24;5420,7033;0;1
45165;Yes;3.Graduate School;Single;32;77,6838;77,6838;0
225825;Yes;3.Graduate School;Single;28;2907,1205;2907,1205;0
30110;No;2.University;Single;24;28665,0211;1535,61;0
90330;No;2.University;Married;36;16918,5079;752,75;0
27099;Yes;2.University;Single;55;19429,983;464,8984;0
15055;No;2.University;Single;28;7032,7927;662,42;0
36132;Yes;2.University;Married;48;23210,2935;1204,4;0
36132;Yes;2.University;Married;39;11373,1492;601,8989;0
9033;No;2.University;Married;42;6305,034;895,7725;0
66242;No;2.University;Married;43;25399,5916;1204,4;0
6022;No;1.High School;Single;52;4085,3248;402,8718;0
42154;Yes;2.University;Single;26;41378,6675;2246,8082;0
120440;Yes;2.University;Married;46;5942,2085;5942,2085;0
54198;Yes;3.Graduate School;Single;27;1955,9456;1955,9456;0
75275;No;1.High School;Single;46;74738,4398;3289,5175;0
15055;Yes;2.University;Married;50;2772,5288;361,32;0
66242;Yes;3.Graduate School;Single;24;15984,4957;607,3187;0
96352;Yes;3.Graduate School;Married;37;883,7285;883,7285;0
78286;Yes;2.University;Married;40;108,0949;108,0949;0
105385;No;3.Graduate School;Married;42;898,7835;898,7835;0
9033;No;2.University;Single;34;8954,4129;603,1033;0
9033;Yes;1.High School;Single;23;8717,4472;1029,762;0
105385;No;3.Graduate School;Single;35;993,0278;993,0278;0
123451;No;3.Graduate School;Married;37;689,519;689,519;0
39143;Yes;1.High School;Married;35;19187,2964;784,6666;0
24088;Yes;1.High School;Single;28;21652,7032;1053,85;0
6022;No;3.Graduate School;Single;23;1232,4023;331,21;0
15055;No;2.University;Single;32;12358,6495;912,333;0
9033;No;2.University;Single;25;6126,7828;402,8718;0
15055;No;2.University;Single;24;13010,531;662,42;0
15055;No;2.University;Single;41;11292,1533;903,3;0
60220;No;3.Graduate School;Single;27;1801,4813;391,43;0
24088;No;2.University;Single;29;16101,6236;3014,011;0
69253;Yes;3.Graduate School;Single;33;68282,8558;3033,5825;0
54198;Yes;2.University;Single;33;540,4745;540,4745;0
27099;Yes;2.University;Single;23;13224,0109;752,75;0
6022;No;2.University;Single;23;722,64;0;1
18066;No;1.High School;Single;44;17689,3239;843,08;0
39143;Yes;2.University;Single;35;13336,6223;613,0396;0
15055;Yes;2.University;Married;55;12415,5574;1174,29;0
21077;Yes;3.Graduate School;Single;23;3034,1847;451,65;0
108396;Yes;2.University;Single;53;149,0445;149,0445;0
6022;No;1.High School;Single;34;234,858;234,858;0
132484;Yes;1.High School;Single;36;757,5676;757,5676;0
120440;No;3.Graduate School;Married;41;245,6976;245,6976;0
51187;Yes;3.Graduate School;Single;29;24865,1391;1083,96;0
60220;No;2.University;Married;32;1539,8254;0;1
66242;Yes;3.Graduate School;Married;41;6747,9521;327,8979;0
84308;Yes;2.University;Married;31;62973,8606;1528,9858;0
108396;No;3.Graduate School;Single;29;25052,7244;912,9352;0
6022;No;2.University;Married;51;5472,4925;90,33;0
87319;Yes;3.Graduate School;Married;44;231,2448;231,2448;0
114418;Yes;2.University;Married;33;21,9803;21,9803;0
54198;No;3.Graduate School;Single;28;853,3174;853,3174;0
36132;Yes;3.Graduate School;Single;26;2962,5229;2709,9;0
